content,playCount,name
垃圾中的战斗机，而且评分默认最低7.5，我评分0.2分，然后提示我给该片评了7.5分，真是垃圾，锁定评分功能！,55050714,特种兵王2使命抉择
垃圾中的垃圾,55050714,特种兵王2使命抉择
怎么得分那么高的？剧情就这么简单,55050714,特种兵王2使命抉择
太垃圾了,55050714,特种兵王2使命抉择
女,55050714,特种兵王2使命抉择
真假。假的无语，最后一下还讲话。真的早就疼晕了,55050714,特种兵王2使命抉择
看一帮心理有问题的提问·有意思吗？？,55050714,特种兵王2使命抉择
这就哭了。能不能 走点心呀！！！,55050714,特种兵王2使命抉择
强势送武器走一波,55050714,特种兵王2使命抉择
跟我开玩笑呢？？？,55050714,特种兵王2使命抉择
"看的好尴尬。。
",55050714,特种兵王2使命抉择
路路通，我们不通。河北省武强县豆村乡刘古河村村路不通，村北十多年还是土路，下雨阴天，东西南北不通农用车～～高低起伏不平，高的如山，低的如海。过路变深坑～～,55050714,特种兵王2使命抉择
真垃圾这个电影,55050714,特种兵王2使命抉择
"垃圾中的垃圾啊。。。可以说评论比电影好看。。。
",55050714,特种兵王2使命抉择
妈的太烂了,55050714,特种兵王2使命抉择
太烂了,55050714,特种兵王2使命抉择
完全烂片,55050714,特种兵王2使命抉择
越往后演的越假 ,55050714,特种兵王2使命抉择
这女猪脚真是废。,55050714,特种兵王2使命抉择
不是不支持国产电影，我就没搞懂这都是些什么玩意?,55050714,特种兵王2使命抉择
不好看,55050714,特种兵王2使命抉择
这个只能算微电影，只不过时间超了。,55050714,特种兵王2使命抉择
垃圾的电影,55050714,特种兵王2使命抉择
那个女的演的太不好了,55050714,特种兵王2使命抉择
垃圾得不得了。一点剧情没有。这么近机枪干不过手枪。脑子有点大,55050714,特种兵王2使命抉择
就这种智商还做坏人   按个炸弹还按个倒计时的,55050714,特种兵王2使命抉择
破电影，啥玩意，浪费时间,55050714,特种兵王2使命抉择
怎么有种战狼的既视感,55050714,特种兵王2使命抉择
都不知道在看什么,55050714,特种兵王2使命抉择
我不知道我看了什么,55050714,特种兵王2使命抉择
一点也没看头，中国就水平了。,55050714,特种兵王2使命抉择
有点假，从开枪出来到人死全部是，一点看不到真实性。,55050714,特种兵王2使命抉择
为什么不穿城市迷彩,55050714,特种兵王2使命抉择
好像一点也不好看,55050714,特种兵王2使命抉择
刘德华以前的替身。,55050714,特种兵王2使命抉择
感觉演的有点假,55050714,特种兵王2使命抉择
我竟然看完了！,55050714,特种兵王2使命抉择
"辣鸡电影
",55050714,特种兵王2使命抉择
凑合看吧，这毕竟没什么特效，算是比较接近现实的了,55050714,特种兵王2使命抉择
我评0.4，系统自动给我评7.1,55050714,特种兵王2使命抉择
好假 我擦,55050714,特种兵王2使命抉择
MMP火爆你mmp震撼你mmp好看你mmp,55050714,特种兵王2使命抉择
说老实话，不好看，没有一点激情，这就是中国拍的影片,55050714,特种兵王2使命抉择
"垃圾中的战斗机、

",55050714,特种兵王2使命抉择
剧情拖泥带水。。。。,55050714,特种兵王2使命抉择
垃圾电影好意思拍出来，看看吴京大哥拍的,55050714,特种兵王2使命抉择
很烂,55050714,特种兵王2使命抉择
垃圾,55050714,特种兵王2使命抉择
垃圾电影，浪费时间，浪费流量。,55050714,特种兵王2使命抉择
辽宁警车集体支援去了,55050714,特种兵王2使命抉择
屁的个特种兵,55050714,特种兵王2使命抉择
汪汪队好帅呀,55050714,特种兵王2使命抉择
垃圾中的战斗机垃圾电影,55050714,特种兵王2使命抉择
够坑的，这分数醉了。。。,55050714,特种兵王2使命抉择
垃圾电影 不知道为什么做的那么糙评分还那么高。,55050714,特种兵王2使命抉择
垃圾片子,55050714,特种兵王2使命抉择
评分7.4！ 导演自己评的吧,55050714,特种兵王2使命抉择
你们觉得观众傻~~~~~~,55050714,特种兵王2使命抉择
垃圾电影,55050714,特种兵王2使命抉择
对的起这个标题吗,55050714,特种兵王2使命抉择
期待,55050714,特种兵王2使命抉择
第一：我想知道你是怎么当上b组导演的，敢给大家透漏一下不？ 第二：你给自己加戏以后，剪辑人员你是如何攻破的，敢给透漏一下不？ 第三：到你的戏的时候，那个恶心人的背景音乐你是找谁配上去的，又是如何搞定给你配乐的人，你敢透露一下不？,55050714,特种兵王2使命抉择
没有防弹衣  CQB 也很业余,55050714,特种兵王2使命抉择
开始就没什么劲，不知道你说那里好看,55050714,特种兵王2使命抉择
无聊！,55050714,特种兵王2使命抉择
真是侮辱兵王的名号，垃圾中的垃圾电影,55050714,特种兵王2使命抉择
垃圾，好假,55050714,特种兵王2使命抉择
垃圾  ,55050714,特种兵王2使命抉择
这么垃圾的电影还要钱,55050714,特种兵王2使命抉择
垃圾,55050714,特种兵王2使命抉择
垃圾,55050714,特种兵王2使命抉择
烂片,55050714,特种兵王2使命抉择
自己从看了一部特种兵自己倒汽油把自己烧死的神剧之后。就再也不看这种片子了。,55050714,特种兵王2使命抉择
小编是否要抽奖了[思考],55050714,特种兵王2使命抉择
确实是一部良心战争片   需要沉下心来去体会,55050714,特种兵王2使命抉择
喜欢   ,55050714,特种兵王2使命抉择
肤浅 太假了,55050714,特种兵王2使命抉择
垃圾 ,55050714,特种兵王2使命抉择
脑残剧情，脑残导演,55050714,特种兵王2使命抉择
垃圾    剧情   你妈,55050714,特种兵王2使命抉择
垃圾剧,55050714,特种兵王2使命抉择
医生一看就是个变态，心疼叶子,55050714,特种兵王2使命抉择
电影开始的取景很壮观宏伟，非常不错,55050714,特种兵王2使命抉择
袁野要是没有死，应该能展开一段惊世之恋,55050714,特种兵王2使命抉择
还不错，对网络电影感兴趣的可以看看,55050714,特种兵王2使命抉择
这是一部很好的网大，请不要用院线的标准，去评价一部网大。,55050714,特种兵王2使命抉择
电影有着完整的叙事结构，跌宕起伏的故事情节，最难得的是有着满满的正能量。在网大中算是佼佼者了,55050714,特种兵王2使命抉择
恭喜,55050714,特种兵王2使命抉择
我觉得，如果要让薛之谦来演这部网大，肯定会更好看的呢,55050714,特种兵王2使命抉择
这 匪徒还没死 ，这不瞎演么，,55050714,特种兵王2使命抉择
垃圾中的垃圾,55050714,特种兵王2使命抉择
哇咔咔[doge],55050714,特种兵王2使命抉择
这么任性啊,55050714,特种兵王2使命抉择
[心][心],55050714,特种兵王2使命抉择
[摊手],55050714,特种兵王2使命抉择
就这垃圾电影还VIP,55050714,特种兵王2使命抉择
医生演的666,55050714,特种兵王2使命抉择
太垃圾了,55050714,特种兵王2使命抉择
没看到10分钟就觉得是部垃圾电影,55050714,特种兵王2使命抉择
啥玩意,55050714,特种兵王2使命抉择
这个安利我吃下来,55050714,特种兵王2使命抉择
