content,name
【搬运新闻】《时空送货人》热拍 开启超燃科幻之旅,时空送货人
腾讯娱乐讯 由刘文普担任制片人，孙宵执导，北京六合世纪文化传媒有限公司全力打造的科幻动作喜剧大IP《时空送货人》系列电影第一部正在北京热拍中！因在《太子妃升职记》中有精彩表现而爆红的江奇霖，领衔美国华裔美人范立美、日本“宅男女神”远藤新菜，组成横跨中、美、日三国的高颜值豪华阵容，穿梭时空，开启超燃科幻之旅！,时空送货人
穿梭时空 脑洞大开,时空送货人
