content,playCount,name
看到都在喷我也就放心了，天王盖地虎～,25130000,时空送货人
现在怎么拍这么多垃圾片 不要钱吗？有这些钱去拍辣鸡片 怎么不去不拿这些钱去资助大山里的孩子，,25130000,时空送货人
刚准备用流量看下，接着看到有日本女演员。肯定是垃圾片。结果各种喷……肯定垃圾中的精品垃圾,25130000,时空送货人
在说一遍作为一个中国人你马币你找日本人还你马币的放日语我只想说你马币你马币你马币重要的事情说三遍,25130000,时空送货人
。。。。。。。。。。。。。。。这是最好的评价 （另外:机器人枪打都完全无伤。两个人还打的一头是劲）,25130000,时空送货人
呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸呸,25130000,时空送货人
什么玩意，弱智也不能整出种垃圾吧，连三分钟都没看下去,25130000,时空送货人
无语了,25130000,时空送货人
什么破玩意，在哪找的猪脚啊，天嘞，还王小明，这不是小明和他们的小伙伴们么！,25130000,时空送货人
是真的烂，可能因为我经常看美国电影。画风，特效，剧情，根本不是一个档次,25130000,时空送货人
这是什么鬼,25130000,时空送货人
看了一下觉得还是支持一下国产，手机播放着就好，让它默默的自娱自乐吧，我就来个7.30准的关心一下未来,25130000,时空送货人
我觉得还是外国的特效好，这没法跟外国比，有很多地方都不到位，就好比现在的僵尸片，越来越假。,25130000,时空送货人
我操这是什么烂片一面还有日本人，这破烂片还要去要v i p呀，简直坑人，在加一句钓鱼岛是中国的。,25130000,时空送货人
我觉得我脑子里有个好故事，请问可以和你们合作么？ 我的故事绝对对的起你们这么用心的制作和特效。,25130000,时空送货人
什么吊，片烂到极点。这也能说叫科幻片，导演也是什么口味，看看这几个女主角，烂到家了，还潜上位。,25130000,时空送货人
我求你们这些大导演了以后像这种烂片别拍了行吗？还浪费钱的。求你们了啊！别拍了别拍了真的求你们了,25130000,时空送货人
你没有那技术就不要拍科幻的，特效也太假了，恶心，垃圾,25130000,时空送货人
就喜欢看这些演员一本正经的胡说八道，外加五毛特效和女主小姐姐的身材，我居然看到了最后！,25130000,时空送货人
国产电影果然没有辜负我的期望，一如既往的垃圾。不好意思，我看了三分钟就快进到最后评分了。,25130000,时空送货人
再来埋个纳米球，那么高科技打个洞，然后扔进去手刨两下埋好了。有一尺深吗？话说挖个沙坑这么费劲。,25130000,时空送货人
"终结者该来告抄袭了😒😒😒
话说，你改编三体也行啊。
哦，还是别，就这五毛特效，还是别改三体了。",25130000,时空送货人
看起来挺好看的，期待,25130000,时空送货人
这是哪个脑袋被门挤了的导演拍的垃圾玩意，还有男的贼难看，女的贼丑，还能找点像样的人么,25130000,时空送货人
太傻了，看的我自己都笑了。还有那长得像萧敬腾的女猪脚。脸上的大痦子。剧情傻就算了。演员野食6666,25130000,时空送货人
除了反派日本小娘们有点看头，剩下都是垃圾，不多比比,25130000,时空送货人
我觉得我脑子里有个好故事，请问可以和你们合作么？ 我的故事绝对对的起你们这么用心的制作和特效。,25130000,时空送货人
好假猪脚就是个傻子，还用定位？？就这么大呼小叫的傻子都能听见，这些人一个都不认识，,25130000,时空送货人
已举报,25130000,时空送货人
呵呵呵,25130000,时空送货人
话剧？,25130000,时空送货人
垃圾，,25130000,时空送货人
垃圾片,25130000,时空送货人
电影不错，看出创造团队努力了，加油，中国电影需要你们努力工作，期待新作品，为了中国电影加油！,25130000,时空送货人
其实我非常想骂这腾讯视频的，，，，妈 的乱扣钱 可是有点尴尬的是我怎么都找不到人工服务台 擦擦擦,25130000,时空送货人
现在的电影不忍直视.还是名人演得好，还好看之前看看评论区. 这电影跟吴京拍得电影比 被甩好几条街,25130000,时空送货人
看到这么多人骂！实在是厉害的国产片！我都懒得骂了！拍的实在是看不下去了哈哈！两字辣鸡！,25130000,时空送货人
特别热衷科幻类影片，明知道国产辣眼睛还是忍不住点进来想支持一下。果然差点摔手机！我呸！,25130000,时空送货人
看呢吗逼 。浪费我时间 。没有东西放就不要放 。还独播艹，我看是只有tenxun才可能播吧,25130000,时空送货人
垃圾 投资了几百元吧 浪费表情 浪费流量 早干嘛 最后那么牛逼 还挡枪 是不是还要拍第二部,25130000,时空送货人
烂片,25130000,时空送货人
浪费钱 浪费生命 何必自己找苦受啊 找个小鲜肉做做综艺就好了 何必来侮辱我们智商呢 真是讨厌,25130000,时空送货人
拜托！这都2017了这机器人！咯比,25130000,时空送货人
88,25130000,时空送货人
最差,25130000,时空送货人
剧情不怎么精彩，特效做得也不好，漏洞太多了。😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,25130000,时空送货人
整个就是国产的骇客帝国1的翻版。。。。。而且拍的平淡无味，翻版都翻不好，你们还能干嘛。。。。,25130000,时空送货人
我就是想说，特效做起来很费钱吗？？？你拍的不好，特效认真做也行啊，不忍直视,25130000,时空送货人
你们说甚嚒鬼话！片子里的人物设定还有特效制作人员都很不错👍了！,25130000,时空送货人
这电影拍的菜的可以，机器人用子弹打不动，还带加特林，，，还几千年历史了，看的好懵逼,25130000,时空送货人
哎，我估计智商有问题，看到呕吐可是还是坚持看完了，回想起来，只想送给此片四个字『烂到词穷』,25130000,时空送货人
I 服了 you,25130000,时空送货人
这是中国的科幻片吗垃圾中的极品,25130000,时空送货人
真的是什么电影都要用会员来看，会员也是用钱买的！你们这样是在浪费会员,25130000,时空送货人
呵呵,25130000,时空送货人
这他妈的什么鬼，谁能告诉我这演的他妈是什么，我不敢想象我有多无聊看完这什么鬼剧,25130000,时空送货人
看不懂评分是刷的吧无处不透着尴尬剧情尴尬对白尴尬动作尴尬整个人都尴尬沃日简直了,25130000,时空送货人
喔，开头就是穿越，真的是没有意思。一个土鳖还懂高科技这人还会闪现，开头就放大招！！！,25130000,时空送货人
国产电影果然没有辜负我的期望，一如既往的垃圾。不好意思，我看了三分钟就快进到最后评分了。,25130000,时空送货人
这垃圾电影，看来我是真的无聊了，不知道放的什么！演员演的真是假！垃圾中的垃圾，赶快下架！,25130000,时空送货人
科幻又喜剧很有意思的呢！而且还有打斗的场面,25130000,时空送货人
我也是忍不下去了，我强烈的克制着自己看了半个小时，我真尼玛受不了了。一群几吧啊,25130000,时空送货人
不是讽刺国片不好看，而是拍的头不接头尾不接尾。中间一些太过于假，需要努力创新。,25130000,时空送货人
国产的？和美国的一个是天一个是地，拍不出那种科幻就不要拍，丢人不,25130000,时空送货人
几乎完全仿造的黑客帝国35分钟到41最为明显，而且对于特效来说小公司能拍成这样已经可以了,25130000,时空送货人
中国科幻电影，没有一个 宏观的宇宙，没有好的剧情，，这很尴尬，开头没有给观众看下去的欲望,25130000,时空送货人
什么垃圾都拿出来播，没钱找演员吗，演的什么鬼，什么垃圾剧情，这样的电影你们以后还是别拍了,25130000,时空送货人
弹壳都没有！你以为你用的是激光啊！尼玛的，能不能拍点好片！,25130000,时空送货人
看完评论，我点了支烟沉默了一秒，这尼玛是什么鬼，还要会员。然后果断在找找看有么有能看的,25130000,时空送货人
拜托，腾讯，你能不恶心我们这些幼小的心灵吗，腾讯会员，VIP，观看，你再开玩笑吗,25130000,时空送货人
这都要会员才能看？不要会员都没什么人看吧？渣到爆浪费我的半个小时时间！！！！,25130000,时空送货人
刚打开看两眼 真它奶奶的想骂几句！看喜羊羊都不看这个！ 行尸走肉第8季更新了！,25130000,时空送货人
垃圾中的垃圾导演管去死了，简直是没有办法再看下去了，把一部片子拍成这样，也正是无语了。,25130000,时空送货人
扯淡，垃圾，抢打不死，不知道用大面积的武器，真把别人的智商当成跟你一样了，真是个250,25130000,时空送货人
尬影。希望可以改进不要总是老套路。没啥意思。,25130000,时空送货人
模仿黑客帝国有点过分了哈，台词和布局都差不多，笑死我咯，烂片烂片烂片,25130000,时空送货人
看开头就没心思看下去了冲锋枪看似比我水枪强不到那去好假特效超级烂不，不忍心看,25130000,时空送货人
啥币电影，啥币主角，啥币导演，啥币编剧，啥币灯光，啥币特效，还他妈会员才能看，啥币腾讯,25130000,时空送货人
什么鬼,25130000,时空送货人
五分钟看完这部腾讯视频会员才能观赏的牛逼大片，我偷偷的乐了：我他妈就是有钱！！,25130000,时空送货人
这电影太辣鸡，别看，一个半小时的片子拍出来没什么情节。感觉都是在浪费时间，没精彩片段。,25130000,时空送货人
卧槽，我尽然能忍着看了一半，卧槽，实在看不下去了，下次长点心，看电影先看评论，假的一比,25130000,时空送货人
这你马币的电影有日本人还你马币的有日语你马币的导演是你马币的狗艹的日本的走狗吧你马币的,25130000,时空送货人
腾讯爸爸出的自制电影，我们来捧臭脚了，啦啦啦…。先评论，后观影，。看完再分享，。,25130000,时空送货人
腾讯爸爸出的自制电影，我们来捧臭脚了，啦啦啦…。先评论，后观影，。看完再分享，。,25130000,时空送货人
腾讯爸爸出的自制电影，我们来捧臭脚了，啦啦啦…。先评论，后观影，。看完再分享，。,25130000,时空送货人
这电影看起来真的是太精彩我很喜欢。,25130000,时空送货人
知道这片为啥不进影院么……因为够菜、够垃圾,25130000,时空送货人
片烂，还特么山寨终结者加山寨黑客帝国结合版,25130000,时空送货人
盗用，黑客帝国，的套路。相比之下时空送货人就是垃圾。经典永远无法取代，谁看谁知道,25130000,时空送货人
中国的片子就这样，多希望多像战狼学习，一帮个垃圾演垃圾电影,25130000,时空送货人
真是太烂了吧！明知道拿枪打不死还不停开枪是正常智商吗？剧情不正常导演不正常！烂片,25130000,时空送货人
腾讯爸爸出的自制电影，我们来捧臭脚了，啦啦啦…。先评论，后观影，。看完再分享，。,25130000,时空送货人
子弹壳打出来不少但是打出去的子弹还像没有为,25130000,时空送货人
这是什么鬼？？要特效没特效，要动作就那几个，撑不起大场面？[撇嘴][撇嘴][撇嘴][撇嘴],25130000,时空送货人
不知道在说什么，早知道听评论的了，浪费我半小时时间快进看,25130000,时空送货人
题材不错，国产未来战士。晚了这么多年还不如20多年前的未来战士，果然是垃圾中的战斗机！,25130000,时空送货人
麻烦这位导游同学与明星小朋友们……加油哦！你们会慢慢好起来的！虽然这部不怎么样😊,25130000,时空送货人
看了2分钟的枪战就想吐槽了！水枪吗？还不如看小说自己脑补！导演道具特技特效都用点心吧！,25130000,时空送货人
"怎么感觉垃圾片还老是要会员。
请不要再把这样的垃圾片纳入会员系列好不？
降低会员档次。",25130000,时空送货人
有史以来见过最最烂的片，我TM既然看完了😱,25130000,时空送货人
哎，不容易啊都，但是我最佩服的是自己，我居然尼玛能看完，导演你说我厉害不？,25130000,时空送货人
这种电影还是会员看，腾讯对于我们这些消费者太不尊重了。这电影看了智商变低,25130000,时空送货人
认真把电影拍好不行么？老是搞这些垃圾😩不是国产不行，而是有太多的人在给国产抹黑😤😤,25130000,时空送货人
垃圾电影 看名字以为欧美片 一看开头就知道废了 不是不支持国产电影 而是差距不是一般的小,25130000,时空送货人
腾讯会员真辣鸡了，我们拍的片子也不像话，科幻都是五毛钱。中国电影什么时候才能够活。,25130000,时空送货人
还没看就知道是垃圾，说真的真垃圾，我从来没评论过啥，这是第一次说电影，真垃圾！,25130000,时空送货人
这个女机器人厉害了 让我一开始以为是日本的呢 听她说话让我有点乱,25130000,时空送货人
片子烂不说，国外拍电影是不断的在超越！咋们拍电影是不断的在抄阅！,25130000,时空送货人
特效还没有01年的蜀山传好，剧情有点莫名其妙，根本不知道突出的重点是什么。导演就是个屎,25130000,时空送货人
这么垃圾的一部片子，评分是怎么弄这么高的？而且还是要会员才能看！垃圾。。。。。。。,25130000,时空送货人
时空送货人？？！！！ 你也到时个空送个货 意思意思呀 这个片名也不知道咋想出来的,25130000,时空送货人
演的太TM假了、长这么大第一次看这么烂的电影,25130000,时空送货人
垃圾电影我居然看完了！艹总以为后面会精彩一点，结果去他妈的没话说了，烂片之王！,25130000,时空送货人
中国的思想领悟真的跟好莱坞天差地别啊，不是我不爱国，但是，真的，一个字，没法看……,25130000,时空送货人
就知道不是啥好电影直接看你们评论了。。。,25130000,时空送货人
太尼玛垃圾了，怎么还能上7分？这破片最多3分！,25130000,时空送货人
就俩字“辣鸡”，刚开始就让人恶心！用冯导惯用的话来说“中国这么多的辣鸡电影”,25130000,时空送货人
才看几分钟我就不得不服了，这演技真……不想说了，演员们‘’私下‘’都付出了不少吧。,25130000,时空送货人
国产电影太多垃圾了，说好的取其精华去其糟粕呢！什么电影都拍，没营养的东西,25130000,时空送货人
7.5的评分是送给好有喜剧感的评论的，看完评论才知道脑洞大开的中国式评论究竟有多贴切。,25130000,时空送货人
纳米机器人？呵呵，是纳米核心吧，真是搞笑。还AI？操，什么鬼片子啊。彻底失望了。,25130000,时空送货人
模仿终结者，国人就这点出名，贪官污吏的社会，低智商的国人，有能力的国人，被奸臣玩耍,25130000,时空送货人
一看国产的…第一句台词，“你别看了”,25130000,时空送货人
中日合作？哪个傻哔导演找日本人合作，还TM拍的这么烂。拿到腾讯来放，当我们三岁智商？,25130000,时空送货人
好渣的电影…我看见了机器人的腋毛…还有，机器人穿内裤干嘛？难道给他做了小鸡鸡吗😳,25130000,时空送货人
看你们都喷我还是不看了！顺便日腾讯尼玛逼，这辣鸡还要会员看，,25130000,时空送货人
悲哀！浪费钱！这样拍电影还不如捐献点给贫苦地区的人们！这样收视率肯定还要高点,25130000,时空送货人
传说这是考拉老师剪得？？？真的假的？？？好期待啊，大神脑残粉已上线。。,25130000,时空送货人
这是我至今看过最垃圾的电影了！太他妈垃圾了！太烂了！烂的一逼,25130000,时空送货人
太尼玛假了，他们走着，他们开车都尼玛跑不了，尤其是李师傅穿上装备那块，太尼玛假了,25130000,时空送货人
难看，还7.2评分，希望我是最后一个被骗的，不要在有人浪费时间在这部烂片上了。,25130000,时空送货人
导演你妈叫你回家吃饭呢，别羞辱电影这个东东。你给好导演洗脚人家都嫌丢人。,25130000,时空送货人
虽然我很不想承认 国产科幻很垃圾 但是这是事实。国产科幻电影什么时候才能崛起😞,25130000,时空送货人
好垃圾的感觉啊，怎么像是拼出来的电影，美国，中国，日本，一样弄一点，就出来了,25130000,时空送货人
有史以来看的最烂没有之一的电影。5毛钱特效演技加剧情。[弱][弱][弱][弱][弱][弱],25130000,时空送货人
我看完了，这是什么鬼？？？？？？？？？？？？？？？？？？？？？？？？？？？？,25130000,时空送货人
说人家演的垃圾，那你怎么不去演呢？,25130000,时空送货人
真的是无语到极致。这什么鬼东西。看了五分钟……受不了女机器人说话。超恶心烂透了。,25130000,时空送货人
导演脑残吗 我什么也没看懂 就看懂了 特么加特林机关枪被小鬼子的垃圾刀给打败了,25130000,时空送货人
好垃圾的电影，这特么评分是假的吧！,25130000,时空送货人
学学人家美国，人家一部片拍完百分之五十的片酬是给特效公司的，看看你们没一点进步？,25130000,时空送货人
的确！一开头就给那么多时间那个女的注射变身？再开打，看不下去，好尴尬哦,25130000,时空送货人
"这些工作室越来越辣鸡！
中国现在为了套钱辣鸡就越来越多！这些线下小角色出来混眼熟",25130000,时空送货人
最近食欲太好了，看了评论区之后给我高兴坏了，果断进入，找点高雅的恶心东西，不容易,25130000,时空送货人
特效是花了心思的，鼓励一下，导演加油，希望我们的大格局，会影响电影圈蓬勃发展。,25130000,时空送货人
垃圾，别看了。国惨还学人家玩未来，老实的拍抗日神剧吧,25130000,时空送货人
打尼玛万多枪 造型摆了几十个 然而一个野怪都没死 谁看谁尴尬 各种五毛特效,25130000,时空送货人
还能在垃圾一点的，六个人的世界不是你们看的懂得！！！！！！,25130000,时空送货人
不忍直视啊，虽说国产片烂了一点，但是没有这么烂的不想说什么了😱😱😱😱,25130000,时空送货人
有中文和英文，是剧情就是这么设定的吧,25130000,时空送货人
哈哈，吃着午饭看电影，还不错， 美好的中午，如果江宝宝还能陪在我身边就好了。,25130000,时空送货人
垃圾，我都没看懂放的是什么，现在的电影越拍越垃圾了，还是战狼2拍的好，那才叫电影,25130000,时空送货人
垃圾中的垃圾，垃圾中的超级垃圾………,25130000,时空送货人
还没出来的时候好期待出来了懵逼都不知道演的是什么就几个人在那里过家家,25130000,时空送货人
说实话，）这种题材做不好会很烂。你们的能力确实操作不了这种类型。做点简单的好了,25130000,时空送货人
在什么做的这么假，最起码子弹打到机器人身上应该有一点痕迹才好吧，国产科幻片哭了,25130000,时空送货人
这个我居然看完了卧槽 我是不是得去医院检查一下大脑了 有病啊 垃圾中的战斗机,25130000,时空送货人
基本上不怎么喜欢评论一部影片，但是我真的忍不住了，从来没看过这么烂的片子，真的,25130000,时空送货人
日本片滚出中国市场！,25130000,时空送货人
我的体会就是边看边摇头边叹气边快进到最后就来评论了就这片能忍到最后也没谁了,25130000,时空送货人
不是我说，我什么都看不懂，这到底在讲什么啊，搞不懂这个电影有什么值得看的地方。,25130000,时空送货人
真垃圾的电影，一点意义都没有，没结果,25130000,时空送货人
听说很垃圾 所以抱着好奇心看看，结果发现，原来不是听说……,25130000,时空送货人
硬着头皮看完了，脑海中一万匹羊驼奔腾不息。。。真佩服我自己！！！！！！！,25130000,时空送货人
真想大嘴巴抽死你，就特么这样的破电影，有这样的评分，你丫花了多少钱刷，编剧脑残,25130000,时空送货人
我滴神，3毛钱特效加无敌新手编剧，梦游导演！你们明白的……,25130000,时空送货人
厉害了，我要是有这工能就好了,25130000,时空送货人
这部电影让我开怀大笑啊，真是太棒了,25130000,时空送货人
瞄准镜都安反了，这还拿来做封面，走点心吧，以为这是不足挂齿的小细节？,25130000,时空送货人
太垃圾了！！！ 都是刚从床上爬起来拍的片吗？！推这片子的编辑，你的逻辑是什么？,25130000,时空送货人
看完了以后 我发现我跟我的室友们脸上都写着四个字。。。。。一脸懵逼！！！,25130000,时空送货人
这部电影当中的笑点还真的是非常多呢,25130000,时空送货人
哪位知道，开车的时候那个插曲是什么,25130000,时空送货人
明知道时空送货人和掠夺者是死对头，为什么就不能弄出一种可以打倒掠夺者的武器呢,25130000,时空送货人
我就想说片头能不能制造几个女的机器人？男的机器人毛都长到肚脐眼了，过分了啊！,25130000,时空送货人
剧情怎么样我就不评价了。日语英语中文在一个人很自然的切换、哈哈哈简直太搞笑了,25130000,时空送货人
38分太儿科了，思维训练能提高肉体强度？？？身体跟上思维？？他么的，醉了！,25130000,时空送货人
听朋友推荐的，还没有看完了，看了一半,25130000,时空送货人
良心制作，特效还不错 ，武打动作戏还可以增加，哈哈女机器人说话挺魔性。顶一个。,25130000,时空送货人
这部电影非常受年轻人的喜爱。,25130000,时空送货人
卧槽尼玛的。都啥？你逗我呢？闹着玩呢？垃圾的跟狗屎一样，最后的结局是啥？呸。,25130000,时空送货人
还能再垃圾点吗……刚开头我就果断的不看了 垃圾中的隐形战斗机 无力再吐槽了,25130000,时空送货人
这电影太。。。。。。。。。。。。。。。。。。尼玛好看了 他有种想砸手机的念头了,25130000,时空送货人
超级，超级，超级，垃圾，国产没人了，太他么假了，还玩双咖布蓝尼，艹，艹，艹。,25130000,时空送货人
很喜欢这部电影，剧情非常精彩！,25130000,时空送货人
哈哈，吃着午饭看电影，还不错， 美好的中午，如果江宝宝还能陪在我身边就好了。,25130000,时空送货人
哈哈哈，笑死我了，枪打了没反应还带枪干嘛？不嫌重啊，只是为了提现那开枪特效？,25130000,时空送货人
真垃圾，虽然不懂拍电影，但看那么多科幻片就觉得这样的乱七八糟没营养的片子垃圾,25130000,时空送货人
剧情很精彩，男女主角演技也很好,25130000,时空送货人
真他妈的辣鸡，什么东西啊。狗屁不是还没过家家有意思。一团狗屎，剧情真尼玛烂。,25130000,时空送货人
看完这片我才发现自己是个沉稳、冷静、有耐心、坚持到底的人，这马垃圾都能看完,25130000,时空送货人
这几年中国烂片横行。有没有人管了,25130000,时空送货人
我看了一部坑爹坑到死的电影，还他妈要VIP，能不能有点信用啊,25130000,时空送货人
辣鸡片 没看点 说话是搞笑的？ 什么台词 什么破结尾 允许我喷 说话的语气跟渣一样,25130000,时空送货人
垃圾电影。真不知道这种电影还在VIP当中。我看我这会员也没必要开下去了吧！,25130000,时空送货人
科幻科幻就是让人看不懂的。我觉得不错。比有些大牌国内电影来的好。,25130000,时空送货人
我赶紧来看了评论，我就知道群众的眼睛是雪亮的，果断放弃这部片子。,25130000,时空送货人
难能可贵啊，敢于做网络硬科幻电影，制作班底还是很突破与创新的！可以给支持…,25130000,时空送货人
默默的想说为何这部片子都有7.5的评分，是为那个女机器人的腋毛打分吗。,25130000,时空送货人
能不能不要侮辱 科幻大片 这个词，科幻可是我的最爱啊，看的我要吐血,25130000,时空送货人
这个开头看的我好尴尬😓果断拉黑,25130000,时空送货人
，，白瞎这个电影名了，，，这连辣鸡都排不上，，，自己没看看啊，能看下去吗，,25130000,时空送货人
只是浪费我时间了，导演你咋不想想机器人腋下会长毛吗？而且是金刚不坏之身吗？,25130000,时空送货人
第一次评论，烂片，这也需要会员，再看到这样的烂片，我看办会员就没有必要了吧,25130000,时空送货人
这么烂的电影评分是怎么来的？？？腾讯视频怎么评分？？？,25130000,时空送货人
好豆啊，两把加特林用一把刀就挡住了估计是水枪，枪打标靶那么准打人就是打不着,25130000,时空送货人
这是什么垃圾影片啊！这是有点钱没地方用吗？可以把钱捐出去还可以有个好民生。,25130000,时空送货人
好差呢片啊！差到这份上，也算是少见啦，和《金鼎神功》有一拼呀，烂呢一绝呀！,25130000,时空送货人
低成本，忽悠来的会员，没大牌没群众，不需要租场地，所有的成本就是花在腾讯了,25130000,时空送货人
美女单挑机器人的动作太帅气了,25130000,时空送货人
预告片很赞！科幻与现实感融会贯通，比大多数国产片预告片都好很多,25130000,时空送货人
还能更烂点吗？剧情，演技，背景音乐，道具，服装，有一样能看出来吗？脑残啊！,25130000,时空送货人
我买的是会员！！！是为了看精彩的大片，可怜我的会员。就这么被这些烂片浪费了,25130000,时空送货人
完全没看懂什么意思，拍的太垃圾，中心思想在哪？这个电影要表达什么，法克，,25130000,时空送货人
自从学会没看电影之前看评论，从那以后没看过电影了！尤其是中国渣渣片。,25130000,时空送货人
烂的一逼，一身鸡皮疙瘩,25130000,时空送货人
其实，我不是来吐槽的，我只是想知道，主角真的只有二十六岁，而不是三十六岁,25130000,时空送货人
电影的口碑非常好，非常吸引我。,25130000,时空送货人
电影看起来非常棒哦，挺给力的。,25130000,时空送货人
吗的以前的老手机还有定位搞笑呢,25130000,时空送货人
我最喜欢看科幻动作喜剧大片了。,25130000,时空送货人
好了，我知道，给我5毛钱。那种特效我都能做出来,25130000,时空送货人
加特林子弹飞速射出而他在慢慢的挥着剑 而且还特么挡住了 你在侮辱我的智商吗？,25130000,时空送货人
直奔评论，看的我想吐，真正的五毛钱特效。很少差评电影，说实话，太脑残了。,25130000,时空送货人
不得不说电影真的好极了赞一个！,25130000,时空送货人
有这么强大的阵容，想不火都难。,25130000,时空送货人
这种渣渣电影（不看都知道）。也只有有钱人才能刷出这种评分数。,25130000,时空送货人
"特效太假了。不会再看了。太难看了。
虽然我看完了，这是我对国产片的尊重。",25130000,时空送货人
一直以来就喜欢看这样的科幻片。,25130000,时空送货人
看完前面五分钟就有一种想继续看下去的冲动,25130000,时空送货人
骂人家干啥子 这明显就是快过年了 准备参加年度烂片评选 时空送烂片,25130000,时空送货人
草，还有两个日本人,25130000,时空送货人
国产“大片”果然不负众望，看了10分钟赶紧删了，能看完的，为你们点赞。,25130000,时空送货人
第一个,25130000,时空送货人
真他妈的烂,25130000,时空送货人
看过这部电影真的非常有看点。,25130000,时空送货人
哈哈 我看电影时先看评论。看到全是差评，我也就不看了。,25130000,时空送货人
什么玩意啊，一点意思都没有，连机器人都打不动的枪要它有屁用，太假了,25130000,时空送货人
烂片 我从来没看过这个烂的电影 吐槽都没办法让我花了1个小时看完这个智障电影,25130000,时空送货人
这部剧下面评论的人 都是当导演编剧的料啊 我一看 哎 真白瞎了评论区这些人了,25130000,时空送货人
什么鬼 子弹都打不死的人一脚能把人踢弯腰了 这片不输与手撕鬼子啊,25130000,时空送货人
真是不看不知道，一看吓吵，用个刀剑直接把、子弹挡了,25130000,时空送货人
辣鸡片 花钱就不能拍点好的电影,25130000,时空送货人
没见过这么垃圾的，你们这是侮辱自己主角也太难看了尤其是那个女的赶紧死过去,25130000,时空送货人
垃圾电影，简直在浪费我的时间，没看过怎么垃圾的电影，请问导演你是外星人嘛,25130000,时空送货人
26长的像40多的大叔。。。。。。。。。。。。。。。。。。。。。。。。。。。,25130000,时空送货人
那是机器人？难道不是僵尸吗,25130000,时空送货人
现在国产片真的不行,25130000,时空送货人
这是我看过的最垃圾的电影，尼玛这烂片还放会员区。还不如八十年代拍的电影。,25130000,时空送货人
垃圾到，五分钟看完，还有花一分钟给丢到垃圾桶[尴尬][尴尬][尴尬][尴尬],25130000,时空送货人
国产电影越来越好了！很有深意。我是看了半个小时硬是没看懂。算了！神剧。,25130000,时空送货人
评分是怎么刷上来的？腾讯这是公然侮辱吃瓜群众的智商。看的尴尬癌都犯了。,25130000,时空送货人
垃圾电影，，，，，(づ′▽`)づ,25130000,时空送货人
这电影开头有点看不懂了，结果那些机顺人看不到他们了,25130000,时空送货人
明明是街头小孩打架，你偏要拍成星球大战，还年度大片，当观众眼睛是瞎的吗,25130000,时空送货人
这尼玛是什么东西？？我擦 全程快进就看了一分。还没看懂,25130000,时空送货人
什么垃圾玩意 我操 不会拍就不要拍 垃圾东西 看壞老子的眼睛 操 垃圾 垃圾 垃圾,25130000,时空送货人
觉得电影超棒的非常的有看点。,25130000,时空送货人
结尾的音乐还算劲爆，如果你打开了，就直接拉到结尾听歌就行了。音乐给0.1分,25130000,时空送货人
演的很不错哦！打斗也很激烈！,25130000,时空送货人
怎么不能评星星啊，我想给一星,25130000,时空送货人
腾讯脑残片，还的VlP.国产烂导演有钱没地方花，不可再续费了，强奸了我的眼睛,25130000,时空送货人
腾讯难道为了钱连这样的烂片也供会员光看?唉，利益的驱使下什么事都做的出来,25130000,时空送货人
演的你妈都是什么垃圾东西，没好电影就别出了，什么垃圾玩意儿？,25130000,时空送货人
我去，这样的电影你们也敢放，这是侮辱我们中国人的智商吗？日本人滚出中国,25130000,时空送货人
两毛五的特效，狗血的剧情，辣眼睛的演技…………………………………………,25130000,时空送货人
我掐指一算，果断不看，就知道是垃圾，看演员就知道了,25130000,时空送货人
我从来不想评论，忍无可忍才来的！垃圾片！垃圾片！垃圾片！浪费时间,25130000,时空送货人
垃圾电影，还不如老子拍。。这么烂的垃圾还让我们看，只是浪费了流量，，，,25130000,时空送货人
什么玩意，看了几分钟就不想看了，快2018年了中国竟然还出这种烂片，可笑！,25130000,时空送货人
贼恶心的片子，还要vip，真的是贼垃圾，也不知道是哪个垃圾导演拍的恶心死了,25130000,时空送货人
有網絡就是好天下大事都能看到好的壞的正的反的對各層次的人能明視很是重要,25130000,时空送货人
哇！贼tm垃圾。还科幻片。😭不是我说 国产科幻电影还停留几年前那个样子。,25130000,时空送货人
我想问一下为什么你们要造一个日本的女机器人，是出于个人爱好还是什么💀,25130000,时空送货人
5分钟，女演员的语言天赋是真心溜啊，一段话用了三种语言，不服不行啊,25130000,时空送货人
我的天啊，说我不爱国，天天看美剧，可这国产片，你让我找不到支持的原因,25130000,时空送货人
看预告还不错,25130000,时空送货人
我居然把评论看完了！电影看半天没看懂！演的毛线,25130000,时空送货人
这部科幻故事真的是太好看了,25130000,时空送货人
国产的就是辣鸡,25130000,时空送货人
啥子鸡扒玩意儿，木懂…狗血剧！浪费哥流量…靠靠靠靠靠靠靠…,25130000,时空送货人
简直太垃圾，现在的片子太难看，剧情一点不精彩，简直都是一些垃圾演员。,25130000,时空送货人
配音简直太吵了，感觉有点烦,25130000,时空送货人
真垃圾 经费不够就不要拍了 5毛钱的特效加上3分钱的演技 考验国人的智商呢？,25130000,时空送货人
这是我看的科幻片里最差的一个，但是我看完了，我有强迫😞😞,25130000,时空送货人
垃圾东西还要会员才能看，垃圾靠 女主角绝逼潜规则 丑的一逼 垃圾垃圾垃圾,25130000,时空送货人
觉得男主的造型也酷毙了呢！,25130000,时空送货人
